example_id,customer_message,gold_intent,predicted_intent,intent_confidence,intent_correct,best_retrieval_similarity,reply,generation_mode,lexical_overlap,unsafe_claim,asks_for_next_step,escalation_decision,escalation_score,escalation_reasons,historical_case_count
63,@AmazonHelp They said in 4 working days your payment will refund to you. But yet i.e. after 12days still I am waiting for payment,Returns & Refunds,Returns & Refunds,0.4684901688807781,True,0.530149122743947,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.12903225806451613,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
64,@AmazonHelp Tracking ID is 919110148086,Delivery & Order Tracking,Delivery & Order Tracking,0.9950881951332033,True,1.0000000000000002,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.09090909090909091,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
65,@AmazonHelp unable to return the product please help. Contact Jo 8800940900,Returns & Refunds,Returns & Refunds,0.9031698592716937,True,0.3935734883814742,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.2903225806451613,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
66,@AmazonHelp Yes I checked that but I want someone to call me. I don't want to play this mail mail thing. What about my other products?,Customer Service / Complaint,Product & Seller Issues,0.7843901540613714,False,0.4480322709325188,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.07692307692307693,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
67,Why @115850  @AmazonHelp dont have option to cancel product. I have got cheaper than u on @109476  so i dont want from u. Kindly refund asap https://t.co/mSonJJSgSh,Returns & Refunds,Returns & Refunds,0.8962958193084322,True,0.4210099550844689,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.16129032258064516,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
68,@AmazonHelp  https://t.co/GSGBiVbE97,General / Other,General / Other,0.988014444625646,True,1.0,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.25,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
69,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?,Payment & Billing,Payment & Billing,0.9373703493828962,True,0.34769146559058484,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.1,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
70,@AmazonHelp Everything is resolved and wouldn't happen again. That was yesterday. Today more issues and supervisor just said email or send letter. Well I want answers today and not in 2 weeks. Ridiculous customer service for a service I pay for.,Customer Service / Complaint,Technical / App Issues,0.3976843455048621,False,0.31765338491364625,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.17857142857142858,False,True,ESCALATE,8,Customer explicitly requests human assistance or escalation. | Customer language indicates strong frustration or dissatisfaction. | Intent classification confidence is low.,5
71,"@AmazonHelp My Account si __email__
The Problem is that I Need yo cancel my prime profile. I Need a normal Account",Account & Access,Account & Access,0.9996216973672616,True,0.46919992612755834,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.08823529411764706,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
72,@AmazonHelp @115851 but I don't appreciate same generic reply. I HAVE NOT RECEIVED ANY COMM. I M TIRED OF REPLYING TO YOUR COMM.,Customer Service / Complaint,Technical / App Issues,0.47711271810601663,False,0.346992843032745,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.07142857142857142,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
73,"@AmazonHelp Absolutely nothing, which was shocking bc I'm a longtime faithful customer bc of Amazons amazing customer service!",Customer Service / Complaint,Customer Service / Complaint,0.8460882391854806,True,0.4171951862300758,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.19230769230769232,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
74,@115830 @AmazonHelp A want ma money back,Returns & Refunds,Returns & Refunds,0.8252051354007883,True,0.6070055497293333,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.25806451612903225,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
75,@AmazonHelp I ordered a product from Amazon and the quality of the product was so bad that it got burnt in the first use.,Product & Seller Issues,Product & Seller Issues,0.9936045805300789,True,0.4545402288786922,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.2692307692307692,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
76,"@AmazonHelp Recibí un correo con una fecha de entrega, y de madrugada he recibido otro diciendo que la fecha era otra distinta a la estimada. Pero en ningún caso pone motivo. De lo que ""me quejo"" es de que siendo Amazon Prime, no tengo mi producto en 48 horas aquí.",Delivery & Order Tracking,Product & Seller Issues,0.6952237494484347,False,0.2818038091916233,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
77,"@AmazonHelp Hi, I returned an item but have not yet received a refund. the seller said will give refit d when returned. I sent it as recorde",Returns & Refunds,Returns & Refunds,0.9999939999315574,True,0.48218791618302737,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.16129032258064516,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
78,@AmazonHelp Yeah and I got lied to! They said they contacted the driver this afternoon and just rang 10 mins ago and apparently they're not allowed to,Delivery & Order Tracking,Technical / App Issues,0.519103734804165,False,0.31590013249657145,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.10714285714285714,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
79,@AmazonHelp I’m lucky to have any items!! The box was completely open and unsecure! Is this what my prime membership pays for??,Delivery & Order Tracking,Product & Seller Issues,0.8077623330687854,False,0.37432609342030904,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.2692307692307692,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
80,@AmazonHelp @160663 look out with whom you tie up for selling. @AmazonHelp @115821 @115850 is not able to deliver the products,Delivery & Order Tracking,Product & Seller Issues,0.8986097595459291,False,0.37999670971152655,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.07692307692307693,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
81,@AmazonHelp I have paid Rs.5059 for 3 orders at one shot on october 17th. What is your problem in crediting 10% cash back under the pay balance offer?,Payment & Billing,Payment & Billing,0.9214637070010492,True,0.37052066496703145,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.06666666666666667,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
82,@AmazonHelp It's ok...don't have time...just came here to say 'amazon sucks' and the message should go to ur billionaire CEO @115851,Customer Service / Complaint,General / Other,0.5339074938037981,False,0.3105317108392529,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.25,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
83,@AmazonHelp Sorry been busy. No u have taken the money after the authorisation!!! So please refund the money with immediate effect,Payment & Billing,Returns & Refunds,0.9952554375016025,False,0.37016035715482587,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.12903225806451613,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
84,@AmazonHelp It's been more than 24 hours still no solution,Customer Service / Complaint,General / Other,0.7463717673402438,False,0.9125348210102848,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.125,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
85,@AmazonHelp how does that possibly answer my question?,Customer Service / Complaint,General / Other,0.6993077294169054,False,0.5849875900208014,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
86,@AmazonHelp My promo codes were not added and I’m being charged extra. This needs to be fixed ASAP please,Payment & Billing,Payment & Billing,0.9608932978491652,True,0.4558685350842674,"I'm sorry you're experiencing a payment or billing issue. Please check the payment method and the latest transaction details. If the issue remains unresolved, please contact Amazon support so the charge can be reviewed.",Grounded fallback,0.16666666666666666,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
87,@AmazonHelp Contacted the support team and this is resolved now.. Thanks!,Customer Service / Complaint,Customer Service / Complaint,0.9878110863779467,True,0.6191891199540435,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.2692307692307692,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
88,"@AmazonHelp Okk, I hope that you start the refund process by tomorrow morning. And bring me out of this bad day.",Returns & Refunds,Returns & Refunds,0.7421420124354481,True,0.5117159405169482,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.12903225806451613,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
89,"@AmazonHelp こちらこそ！いつも楽しませてもらってます！大好き！
sawの2以降がプライム会員特典で最初sawが対象外なのを何とかしてくれるともっと好きです\( ˆoˆ )/",General / Other,General / Other,0.8640703873841821,True,0.7809518743785466,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
90,@AmazonHelp @115850 how do I send my my Amazon pay balance to my bank account?,Payment & Billing,Account & Access,0.7790610392110165,False,0.6004091094745223,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.058823529411764705,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
91,"@AmazonHelp Thanks. Only the delivery part. I've been receiving text updates saying that it has been delivered or on it's way for 2 days now &amp; still waiting. Spoken to an Amazon rep. that has checked, made a note &amp; advised to call back if it has not been delivered for refund or replacement.",Delivery & Order Tracking,Delivery & Order Tracking,0.9869917108093006,True,0.2778940059812613,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.3939393939393939,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
92,@115821 Don’t know why I bother to pay prime really... not the first time this has happened! @AmazonHelp,Delivery & Order Tracking,Technical / App Issues,0.8774149372495413,False,0.3701311541906983,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.17857142857142858,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
93,@AmazonHelp Why did u ask me to fill those details.no call or resolution till https://t.co/HZuD0bGqhY an email from seller ..,Customer Service / Complaint,Product & Seller Issues,0.8171518548216463,False,0.39450286809333,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.23076923076923078,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
94,"@AmazonHelp Is dis ur solusn ?  Product undr  Fulfilled by Amazon and you are Nt ready to return. 
Hw irresponsible you are @115850 https://t.co/gnokZNSjGZ",Returns & Refunds,Returns & Refunds,0.7370978185944133,True,0.49864780370869555,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.1935483870967742,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
95,@AmazonHelp why is prime delivery only giving me the option to be delivered on Wednesday??,Delivery & Order Tracking,Delivery & Order Tracking,0.9986957897049994,True,0.4159319304243677,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.15151515151515152,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
96,@AmazonHelp It is one week now. Not resolve the issue,Customer Service / Complaint,General / Other,0.7836157312851043,False,0.6906608738580445,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.08333333333333333,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
97,Best customer service from any company I've ever experienced! Thank you! @AmazonHelp @115821,Customer Service / Complaint,Customer Service / Complaint,0.9833339770454903,True,0.5423668401203356,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.07692307692307693,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
98,I remember when Amazon Prime used to mean next day delivery @AmazonHelp https://t.co/k26e1dzBkd,Delivery & Order Tracking,Delivery & Order Tracking,0.9478412101285736,True,0.4533915297174603,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.21212121212121213,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
99,@AmazonHelp 911145717213 raised return.. Was told tht technician wld visit within 48hrs..no sign of him after 60hrs!,Returns & Refunds,Returns & Refunds,0.9125962140446346,True,0.2962403911830497,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.22580645161290322,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
100,@AmazonHelp Are you implying that I have a link to the product I asked for?,Product & Seller Issues,Product & Seller Issues,0.999800773442175,True,0.5684767941550642,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.11538461538461539,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
101,@AmazonHelp: Really think you need to start your own shipping service. I’ve got packages from both USPS and UPS that were shipped #Prime and neither have showed up yet. Going to definitely be beyond two days,Delivery & Order Tracking,Delivery & Order Tracking,0.9374130299084699,True,0.2791881654523966,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.18181818181818182,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
102,"@AmazonHelp my refund has not been initiated yet, and the only choice left is an appeal to the consumer court :) #thankyouamazon",Returns & Refunds,Returns & Refunds,0.9679847320258825,True,0.6065920254290037,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.25806451612903225,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
103,"@AmazonHelp Also, the website says there are 11 in stock. What's going on?!",Product & Seller Issues,Technical / App Issues,0.950903101301673,False,0.617077674284497,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.07142857142857142,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
104,"@AmazonHelp Ha ça pour être fidèle, je suis fidèle !
Souvent je commande des trucs pour mon appartement, de l'audio ou de l'high tech.",General / Other,General / Other,0.7409627180372798,True,0.29604951336577273,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
105,"@UPSHelp @AmazonHelp which of your groups can help me fix this problem? I received this item, a gift no less, in this form. Seriously? https://t.co/BZfej7DV61",Product & Seller Issues,Product & Seller Issues,0.5676993192977845,True,0.3383702559166572,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.19230769230769232,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
106,"@AmazonHelp Artbook commandé depuis plusieurs mois, la date est passé, et j'ai eu le droit à 'en attente d'approvisionnement'.",Delivery & Order Tracking,General / Other,0.6620698843974707,False,0.2755304680244225,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
107,@AmazonHelp Please stop shipping stuff Via AMZL US.  They suck and have mismanaged my deliveries far too many times.,Delivery & Order Tracking,Delivery & Order Tracking,0.7497390019439931,True,0.3945977658601556,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.18181818181818182,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
108,@AmazonHelp trying to add item to my wish list and keeps telling me to sign in when I am signed in...,Account & Access,Product & Seller Issues,0.7015982108982919,False,0.4422523784755137,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.07692307692307693,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
109,@115821 @AmazonHelp stop fucking using my account to put up fake reviews on products i have never bought!!! https://t.co/VHqfVlqner,Account & Access,Product & Seller Issues,0.8360448457891515,False,0.3886085025133165,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.0,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
110,"#amazonindia @AmazonHelp @115821 @115850 After submitting video footage,photos still notready to take action this is how u making me slave",Customer Service / Complaint,Technical / App Issues,0.7373375010252983,False,0.41250054467150554,"I'm sorry you're experiencing a technical issue. Please try refreshing the page or restarting the app and try again. If the problem continues, please contact Amazon support with the details of the issue.",Grounded fallback,0.03571428571428571,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
111,"@AmazonHelp wish you had better customer support for us ""customers"" 🙄😑",Customer Service / Complaint,Customer Service / Complaint,0.9852865936018275,True,0.5771198577377903,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.19230769230769232,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
112,@AmazonHelp what is the last uk delivery date if ordering through amazon prime to ensure arrival before Xmas. If I ordered 22nd December would it arrive 23rd/24th,Delivery & Order Tracking,Delivery & Order Tracking,0.9998765810292812,True,0.4009207943122647,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.18181818181818182,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
113,"@AmazonHelp Todos estos mensajes ya me los mandaron antes, por favor solo resuelvan el problema y ya.",Customer Service / Complaint,General / Other,0.8667823015907299,False,0.389849663490854,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.041666666666666664,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
114,@AmazonHelp And today. By my count that’s 3 calendar days missed + 1 broken guarantee + no package + 3-5 days for a refund = terrible customer service. https://t.co/3cYIW8lePs,Delivery & Order Tracking,Customer Service / Complaint,0.6199016830361841,False,0.33494349130610523,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.15384615384615385,False,True,ESCALATE,4,Customer language indicates strong frustration or dissatisfaction. | The predicted intent is a customer-service complaint.,5
115,"@AmazonHelp And they still do not work... And now because of your device messing up, the account used for it is now locked...... Can't use it anymore!!!",Account & Access,Account & Access,0.9974187510697087,True,0.45728430708288176,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.08823529411764706,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
116,@AmazonHelp ...use you primarily for baby products we need in a timely fashion for our young'un.,Delivery & Order Tracking,Product & Seller Issues,0.6879817737104106,False,0.4579935165494762,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.11538461538461539,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
117,@AmazonHelp No email linked to account 😭😭😭,Account & Access,Account & Access,0.9990077746059981,True,0.7126442719879625,"I'm sorry you're having trouble accessing your account. Please check that you're using the correct account details and follow the available account verification or recovery steps. If you're still unable to access the account, Amazon support can assist further.",Grounded fallback,0.11764705882352941,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
118,@AmazonHelp will I be getting my postage refunded? https://t.co/ATwg1zgTEv,Returns & Refunds,Returns & Refunds,0.9565640168326511,True,0.6644267339882328,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.1935483870967742,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
119,"@AmazonHelp Would love to but when the automated call asks to press 1 to confirm I want to contact support, it does not aknowledge it and call gets terminated. #bug",Technical / App Issues,Customer Service / Complaint,0.7943132208456334,False,0.3624073890881664,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.19230769230769232,False,True,AUTO-HANDLE,2,The predicted intent is a customer-service complaint. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
120,"@AmazonHelp 405-5346082-8912369 It's an my product id...
I don't need cheque I need refund my money back in my bank account ....",Returns & Refunds,Returns & Refunds,0.9568488170533774,True,0.33945980739387854,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.16129032258064516,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
121,@AmazonHelp @127390 I’m not sure what to because the signed book is out of stock...so if I return it I won’t get a signed one,Returns & Refunds,Returns & Refunds,0.9445616879869164,True,0.5803321208359588,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.3548387096774194,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
122,"@AmazonHelp I am unable to contact Amazon about the right product. It only allows me to ""contact seller"" who say to contact you.",Product & Seller Issues,Product & Seller Issues,0.9947367996738309,True,0.45039343538301896,I'm sorry you're having an issue with the product or seller. Please share the relevant order or product details so the issue can be reviewed and the appropriate options provided.,Grounded fallback,0.038461538461538464,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
123,"@AmazonHelp A gift that was needed by tomorrow seems to have been stolen by the @115817 driver.  Instead of a replacement, my Customer Service Rep at @115821 promised me an ""extra month of Prime.""  Doesn't help with the birthday gift issue...",Delivery & Order Tracking,Customer Service / Complaint,0.38692014898716626,False,0.3720114073399448,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.19230769230769232,False,True,ESCALATE,4,The predicted intent is a customer-service complaint. | Intent classification confidence is low.,5
124,@AmazonHelp I have sent a detailed email via above link. This situation is unacceptable though.,Customer Service / Complaint,Customer Service / Complaint,0.738605775512985,True,0.7071893985151522,I'm sorry that your issue has not been resolved. I understand how frustrating that can be. Please provide the relevant order or case details so the issue can be reviewed further.,Grounded fallback,0.038461538461538464,False,True,ESCALATE,4,Customer language indicates strong frustration or dissatisfaction. | The predicted intent is a customer-service complaint.,5
125,@AmazonHelp To contact amazon.ca customer service when I was contacting them through the amazon.ca website. They gave me option of replacement or refund,Returns & Refunds,Returns & Refunds,0.6568008912439117,True,0.5712394426481446,"I'm sorry you're having trouble with your return or refund. Please check the latest status of your return/refund. If the refund is still missing, please contact Amazon support so we can look into the issue.",Grounded fallback,0.1935483870967742,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
126,@AmazonHelp My order was delivered on 24th Nov as against the promised 22nd Nov. my son's bday was on 23rd Nov. Haven't heard from you in more than 72 hours? What is the next step by @119356 @115821??,Delivery & Order Tracking,Delivery & Order Tracking,0.9788577641864298,True,0.42622266046151125,"I'm sorry about the delivery delay. Please check the latest tracking update for your order. If the package still hasn't arrived by the updated delivery date, please contact Amazon support so the available options can be reviewed.",Grounded fallback,0.24242424242424243,False,True,AUTO-HANDLE,0,The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
127,@AmazonHelp @115850 @115850  if My baby got allergic using that duplicate powder sold by @115850  who was responsible for that????,Product & Seller Issues,General / Other,0.40173873983619124,False,0.5928887565525544,I'm happy to help. Please provide a few more details about the issue you're experiencing so we can determine the best way to assist you.,Grounded fallback,0.25,False,True,AUTO-HANDLE,2,Intent classification confidence is low. | The issue appears suitable for an automated response based on intent confidence and historical support evidence.,5
